0,0
3.7506034,1009.31844986596
18.6631,5846.84351340345
19.640718,6183.54619138669
21.123772,6263.06013433586
22.882278,6033.94285088224
25.332272,5607.17911770804
28.869745,4954.05227644027
32.424877,4316.32117679274
35.37258,3736.18393237078
37.755615,3258.60070879523
40.003975,2742.96119885586
42.382988,2228.07350026855
44.256092,1836.36661083857
47.52015,867.491756444371
49.561245,410.042008806478
49.85769,222.091256373891
49.86171,191.214639555906
53.948902,128.071823408009
57.1703,115.77089374203
61.02836,106.138379066716
66.108826,102.255592505908
477.97443,64.0424271126805
